14324,5121.4282
22814,4.99
11407,53.99
28387,583.97
19897,596.96
15675,7206.38
24165,3046.84
27036,7.28
18546,29.48
11453,8176.98
17195,3330.6675
17026,261.39
22768,600.46
28433,32.60
27082,782.99
15844,3134.95
12758,74.98
21463,23.97
18377,2394.97
25562,1239.0882
14155,5993.26
11576,4486.4096
17149,1735.98
25639,1228.83
12804,5948.23
15798,98.96
12927,108.46
26913,607.96
24288,71.58
14447,3385.3975
25516,21.49
16857,54.98
14278,177.46
25685,21.49
15506,1552.48
13096,230.68
26867,1728.27
24334,574.98
15629,39.98
13986,1893.9075
25393,2443.35
25808,77.96
28310,4.99
16903,4.99
20235,34.98
13050,5651.2496
21171,37.29
18669,69.99
28264,5997.33
19605,5314.25
22937,4179.33
11530,573.80
11284,55.48
25854,27.28
22691,2457.33
15967,4.99
23873,628.97
27328,68.97
11238,7542.77
17487,7.28
22645,553.97
28556,1155.48
19651,59.25
12466,58.98
18423,4.99
21417,1155.48
28848,2181.5625
19943,3112.97
22353,39.98
20189,4.99
18715,123.96
21125,27.77
14739,1500.8682
20312,4.99
23229,28.48
27972,67.93
21878,4663.7925
20833,1903.48
15214,4490.8796
29323,78.98
19007,69.99
16780,54.98
13863,71.97
25101,68.49
26100,7.28
23750,1155.48
27451,37.43
16090,604.96
12389,49.99
25977,4624.83
11991,8128.02
28141,94.48
25224,7.28
23060,126.93
13740,56.97
15921,6549.29
17962,2777.5225
24411,71.58
23919,58.47
24626,38.88
18085,1764.96
26790,27.77
14032,6859.4296
11868,247.01
16611,75.53
23352,539.99
27849,39.98
15137,161.94
24703,4.99
26498,89.46
13342,32.22
12160,5945.23
13571,144.47
16488,232.42
28725,78.98
22476,58.98
20710,3240.32
12681,6784.1282
16382,59.98
27159,791.32
24042,12.98
14616,1538.5782
11699,122.25
24932,71.58
26269,13.98
20604,93.49
18254,6021.62
21586,1120.49
14908,39.98
29309,2419.06
17072,123.96
19236,119.98
21294,9.99
19130,664.95
12097,238.20
23458,41.95
27743,1155.48
29017,3578.27
11115,113.71
19528,78.98
17856,32.27
20020,78.98
21002,2992.33
18838,2376.96
26561,1336.96
12237,4470.3896
19067,3380.9075
27557,782.99
15154,109.97
18071,68.49
16150,629.97
14845,7.28
23335,32.28
19376,29.48
26206,2478.34
12452,5935.55
29432,1307.31
13448,21.98
26515,89.46
20418,4207.24
26037,38.98
25041,32.60
27726,3578.27
18898,74.98
14985,29.98
16319,27.28
23813,564.48
12406,35.00
26083,5794.05
22462,553.97
28954,2393.06
22124,34.98
16196,7237.36
27680,35.72
23767,13.98
17670,539.99
22293,561.48
28785,34.99
29031,64.47
13465,75.97
17733,4758.24
12575,2668.0782
24563,6.28
21065,1549.11
22061,1145.48
13511,6012.23
28204,2419.06
24872,23.78
17839,34.97
29200,6.28
16843,89.97
23936,123.96
21019,629.96
14676,5188.4082
19545,1179.47
16213,154.54
20541,1174.48
14922,4.99
21815,64.47
24809,2419.06
20481,1170.48
15323,804.47
18317,84.74
14095,1802.2075
16259,2756.5425
27620,88.97
20587,2378.95
25456,4.99
26684,4468.1582
29094,796.34
28158,5997.33
16797,1732.26
23289,34.98
11928,47.94
18961,2369.96
18486,6021.62
19482,1854.5782
22399,2785.0525
15569,3077.98
11822,87.28
24225,93.49
27142,791.32
12343,5567.9282
11347,13.98
22708,88.97
23704,600.46
20003,579.97
15781,3209.94
20172,3150.3982
11516,5915.54
12512,8.99
21709,1155.48
29369,2422.54
19313,2533.46
21234,119.98
16734,128.97
14570,39.98
12821,124.94
21477,23.97
27311,33.98
25147,39.98
23398,553.97
17255,4442.24
19960,6120.11
26452,59.98
15091,39.98
28616,120.00
28095,2.29
25931,27.28
18529,39.98
24457,3356.0425
15260,45.95
26621,28.99
17424,2423.48
12990,6829.4696
21646,563.77
17318,43.97
14401,15.23
24978,155.08
20650,1174.48
25868,5798.04
21540,1602.47
14507,39.98
17212,61.97
24351,2393.06
13617,141.91
28679,27.28
13680,5948.24
18008,2459.0682
22877,5962.34
27205,2049.0982
22230,4223.23
17902,4158.32
20066,1170.48
24394,36.59
15738,166.28
28573,3578.27
11759,8054.05
14464,3357.7175
13923,56.97
16628,187.58
18792,1775.47
27099,782.99
29263,38.98
13033,45.95
25625,2433.04
27789,553.97
22920,91.95
24474,3882.5525
15984,3124.96
18901,35.00
27391,33.98
11052,8131.32
19542,579.97
17550,4.99
13113,6832.4096
18022,63.97
16030,73.54
29429,60.47
17504,4362.74
22459,539.99
11098,88.96
29475,3399.99
21062,563.77
18068,2439.99
11593,5908.25
28247,5962.34
19419,1602.47
28788,8.99
20421,118.97
28911,4.99
20083,39.98
21603,567.76
19024,699.97
18360,1750.98
20939,13.98
19588,6056.61
20375,4438.3796
20129,119.98
19465,4.99
13405,10778.61
26389,36.27
24812,82.59
21480,39.98
16548,4624.9125
11390,48.97
23933,563.77
18609,1785.97
27955,38.98
26332,49.48
11639,127.26
23000,94.46
12572,2611.4096
23979,6.28
13159,208.18
12910,56.97
15074,85.48
26286,3308.1682
14925,2721.5525
24915,2145.9175
28450,68.97
11931,234.44
17089,64.97
22751,133.47
23292,34.98
27909,548.98
12618,5923.23
26435,1957.47
24271,2745.3325
15028,3826.3996
12864,86.24
26930,1263.82
24520,2462.55
24766,71.58
13451,21.98
27617,5976.32
25994,4626.11
14633,242.50
14092,56.97
25453,1170.48
22233,5997.33
19316,2701.4275
27806,3.99
19173,1594.4175
14218,5651.8782
22874,548.98
11513,863.95
16445,3242.83
24105,2419.06
28496,69.99
25791,60.47
18483,6056.61
15904,1394.95
20647,1155.48
17919,4733.75
26624,2826.4382
20790,14.98
18775,69.99
20524,68.97
21188,123.96
28662,4827.10
29203,4334.60
11178,144.76
17842,37.27
22539,98.96
20006,1155.48
11301,131.26
19834,119.98
21998,56.98
17301,74.98
13820,5908.26
18148,1518.5782
24397,38.88
12054,402.53
19714,548.98
15386,4.99
28370,638.95
17009,2351.96
25038,2438.06
13677,39.98
21941,1174.48
17315,6030.61
12987,6759.4696
21400,2688.8896
15151,4344.0882
23564,34.98
23415,3588.83
25579,39.98
15692,8392.30
26020,1932.46
13279,4533.5225
13528,4531.0396
15443,7.28
25181,32.60
21692,14.98
17607,54.98
23856,603.49
14510,3036.3682
12346,6864.4596
27494,1952.45
16133,164.82
11805,128.97
16674,76.15
28035,69.99
23166,556.93
25871,64.97
13969,77.27
23707,565.47
25330,100.09
24640,2419.06
22648,2475.95
23644,39.98
19731,78.98
17716,2701.4275
15841,3105.27
27202,96.92
18712,24.27
23690,38.98
21769,603.49
25682,38.98
19777,119.98
20773,30.97
24686,38.88
26160,1938.47
24168,2790.5225
14799,162.95
18758,158.51
26701,39.98
25164,34.89
13803,186.28
11742,5915.54
20232,91.95
23149,32.28
14321,77.27
22247,5978.61
20249,5333.25
18257,115.95
13757,86.96
29077,63.97
12283,5582.9082
23103,85.48
22170,2745.3325
15678,7223.34
21629,2624.0782
27039,4.99
29140,3578.27
28559,2049.0982
26638,4518.1482
14235,5682.1996
25642,583.97
22310,93.97
17152,12.94
12220,5950.23
13216,96.46
21706,99.96
17378,39.98
27265,782.99
14281,4746.30
15277,96.44
15858,7.28
28261,27.92
19299,1587.4075
13262,86.95
20295,1174.48
18672,128.97
23627,38.98
24623,32.60
17238,147.48
14736,85.48
16900,7.28
12761,5929.23
19253,1540.4275
25745,2473.04
23581,69.97
24122,4.99
17779,4250.2075
11287,1167.07
15615,70.24
28599,7.95
22107,71.97
28802,2443.35
20146,3.99
16399,32.27
26976,791.32
24059,583.97
23063,37.27
13388,106.96
22044,607.96
14384,93.97
28018,3578.27
26097,5773.04
12698,6786.7496
21354,2646.3996
29014,63.97
13694,105.56
20358,123.98
11702,96.27
17441,2404.95
18131,3021.3782
13176,4753.32
20836,1938.47
15426,115.92
19127,579.97
11467,55.87
21832,39.98
26787,60.47
12157,42.95
25313,3.99
22585,553.97
27454,7.28
24749,64.97
16093,554.97
21895,4657.5125
17567,1709.98
26223,2407.04
25227,39.98
11224,6685.59
15552,1426.46
27540,4504.4596
19880,69.99
12847,24.99
24208,1709.98
13866,4639.5125
28928,2473.05
22522,539.99
18194,85.96
26850,53.98
14862,32.28
19190,27.28
27846,791.32
23518,4.99
13631,6817.1182
23996,2744.5225
24537,2511.32
15340,156.04
12635,49.99
16963,39.98
12008,80.25
28865,31.27
28324,548.98
19668,119.98
21291,1735.98
13325,4558.5225
15489,1685.45
19817,118.94
17653,39.98
11161,93.95
25917,4699.82
28081,25.48
16316,4659.8025
22150,69.99
19233,69.99
17882,32.27
24829,34.89
27700,39.98
15011,89.97
23501,37.27
16362,2482.23
22104,553.97
12117,159.99
29097,548.98
13445,75.97
27746,628.97
17713,69.97
17836,32.28
16508,83.97
23455,12.94
12240,3964.98
13491,176.41
15157,213.94
26226,4.99
16485,39.98
24975,67.93
13591,8355.27
27577,3578.27
23624,62.97
12286,5254.8782
25021,1554.4075
16193,90.47
26349,27.28
26180,4.99
15111,78.98
14965,2753.8225
13637,6777.1282
14842,99.94
13760,197.81
24875,27.77
17982,1538.5582
12409,155.00
20484,1151.76
14673,5117.7496
20876,1938.47
19548,1183.47
26495,58.98
24706,578.46
11035,6451.31
15280,3114.94
12363,273.90
28015,29.48
23186,548.98
27623,5984.27
17590,4.99
11971,134.46
26541,24.99
18918,78.98
19402,1254.47
19064,32.27
11925,5968.23
21958,4696.4925
18964,69.99
16800,75.84
20630,74.98
18028,3001.0425
19110,604.96
20438,69.97
19356,78.96
20584,3140.27
